Product_ID,Category,Ingredient,Brand,Store,Link,Serving_Form,Typical_Use,Timing,Avoid_If,Third_Party_Tested,NSF_Certified,Price,Est_Monthly_Cost,Notes,Evidence_Link,NCAA_Risk_Tier,Athlete_Safe_OK
IBX-0836,Beta-Alanine,Beta-alanine,,,,tablet,endurance/strength,AM,tingling/paresthesia possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27797728/,Green,Y
IBX-0837,Probiotic,Probiotic (Lactobacillus/Bifidobacterium blend),,,,tablet,gut/immune support,PM,immunocompromised—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33481001/,Green,Y
IBX-0838,Fiber,Psyllium husk fiber,,,,softgel,gut/general health,PM,swallowing issues; take with water,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0839,Vitamin C,Vitamin C (ascorbic acid),,,,capsule,immune support,AM,kidney stones history—caution with high doses,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0840,Zinc,Zinc picolinate,,,,capsule,immune support,Any,nausea on empty stomach; long-term high dose can lower copper,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0841,Multivitamin,Multivitamin (no stimulants),,,,tablet,general health,Any,check iron content if not needed,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0842,Curcumin,Curcumin (turmeric extract),,,,liquid,recovery/joints,PM,blood thinners—ask clinician; gallbladder issues,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0843,Glucosamine,Glucosamine sulfate,,,,tablet,joints,PM,shellfish allergy (some sources),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0844,Chondroitin,Chondroitin sulfate,,,,gummy,joints,PM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0845,Glycine,Glycine,,,,liquid,sleep/recovery,Any,GI upset possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0846,L-Theanine,L-theanine,,,,packet,focus/sleep,Any,may lower blood pressure; sedation with other agents,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0847,Melatonin,Melatonin (low-dose),,,,liquid,sleep,PM,avoid if athletic dept restricts; next-day grogginess possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0848,EAA,Essential amino acids (EAA blend),,,,gummy,recovery/strength,Training,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0849,BCAA,BCAA (2:1:1),,,,powder,recovery,Any,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0850,Citrulline,L-citrulline,,,,tablet,endurance,Any,low blood pressure—caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0851,Taurine,Taurine,,,,capsule,endurance/recovery,Any,kidney disease—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0852,Iron,Iron (only if deficient),,,,tablet,general health/endurance,AM,do not use unless directed; GI upset common,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0853,Calcium,Calcium citrate,,,,packet,general health,AM,kidney stones—caution; separate from iron,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0854,Potassium,Potassium (low-dose),,,,gummy,hydration,Training,kidney disease; ACE inhibitors—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0855,Sodium,Sodium (salt tabs / sodium citrate),,,,softgel,hydration/endurance,Training,hypertension—monitor,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0856,Digestive Enzymes,Digestive enzyme blend (non-stimulant),,,,softgel,gut,Any,food allergies to enzyme sources,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0857,Ginger,Ginger extract,,,,liquid,gut/recovery,PM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0858,Peppermint,Peppermint oil (enteric coated),,,,softgel,gut,Any,reflux/GERD can worsen,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0859,Creatine,Creatine monohydrate,,,,tablet,strength/recovery,PM,kidney disease; consult clinician if concerns,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pmc.ncbi.nlm.nih.gov/articles/PMC8228369/,Green,Y
IBX-0860,Omega-3,Omega-3 fish oil (EPA/DHA),,,,gummy,recovery/general health,AM,fish allergy; blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/32382573/,Green,Y
IBX-0861,Magnesium,Magnesium glycinate,,,,gummy,sleep/recovery,Any,kidney disease; may cause GI upset,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/35184264/,Green,Y
IBX-0862,Vitamin D,Vitamin D3 (cholecalciferol),,,,tablet,general health/strength,AM,hypercalcemia; consult clinician for dosing,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/38860160/,Green,Y
IBX-0863,Electrolytes,Electrolyte mix (sodium/potassium/magnesium),,,,powder,hydration/endurance,Any,kidney disease; hypertension—monitor sodium,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0864,Protein,Whey protein isolate,,,,liquid,recovery/strength,Any,dairy allergy; lactose intolerance (choose isolate),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0865,Protein,Casein protein,,,,capsule,recovery,Any,dairy allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0866,Collagen,Collagen peptides,,,,powder,joints/recovery,AM,animal protein allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0867,Tart Cherry,Tart cherry (concentrate or extract),,,,gummy,recovery/sleep,PM,GI sensitivity (sorbitol); diabetes—watch sugars,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33440334/,Green,Y
IBX-0868,Beetroot,Beetroot (dietary nitrate),,,,powder,endurance,Training,low blood pressure; kidney stone history (oxalates) caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27600147/,Green,Y
IBX-0869,Beta-Alanine,Beta-alanine,,,,powder,endurance/strength,AM,tingling/paresthesia possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27797728/,Green,Y
IBX-0870,Probiotic,Probiotic (Lactobacillus/Bifidobacterium blend),,,,softgel,gut/immune support,AM,immunocompromised—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33481001/,Green,Y
IBX-0871,Fiber,Psyllium husk fiber,,,,liquid,gut/general health,Any,swallowing issues; take with water,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0872,Vitamin C,Vitamin C (ascorbic acid),,,,packet,immune support,Any,kidney stones history—caution with high doses,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0873,Zinc,Zinc picolinate,,,,tablet,immune support,PM,nausea on empty stomach; long-term high dose can lower copper,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0874,Multivitamin,Multivitamin (no stimulants),,,,packet,general health,Any,check iron content if not needed,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0875,Curcumin,Curcumin (turmeric extract),,,,packet,recovery/joints,PM,blood thinners—ask clinician; gallbladder issues,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0876,Glucosamine,Glucosamine sulfate,,,,liquid,joints,PM,shellfish allergy (some sources),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0877,Chondroitin,Chondroitin sulfate,,,,packet,joints,PM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0878,Glycine,Glycine,,,,capsule,sleep/recovery,PM,GI upset possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0879,L-Theanine,L-theanine,,,,softgel,focus/sleep,AM,may lower blood pressure; sedation with other agents,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0880,Melatonin,Melatonin (low-dose),,,,capsule,sleep,Any,avoid if athletic dept restricts; next-day grogginess possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0881,EAA,Essential amino acids (EAA blend),,,,powder,recovery/strength,Training,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0882,BCAA,BCAA (2:1:1),,,,packet,recovery,Any,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0883,Citrulline,L-citrulline,,,,gummy,endurance,Any,low blood pressure—caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0884,Taurine,Taurine,,,,softgel,endurance/recovery,PM,kidney disease—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0885,Iron,Iron (only if deficient),,,,capsule,general health/endurance,AM,do not use unless directed; GI upset common,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0886,Calcium,Calcium citrate,,,,tablet,general health,AM,kidney stones—caution; separate from iron,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0887,Potassium,Potassium (low-dose),,,,tablet,hydration,Any,kidney disease; ACE inhibitors—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0888,Sodium,Sodium (salt tabs / sodium citrate),,,,tablet,hydration/endurance,Any,hypertension—monitor,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0889,Digestive Enzymes,Digestive enzyme blend (non-stimulant),,,,powder,gut,AM,food allergies to enzyme sources,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0890,Ginger,Ginger extract,,,,gummy,gut/recovery,AM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0891,Peppermint,Peppermint oil (enteric coated),,,,tablet,gut,AM,reflux/GERD can worsen,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0892,Creatine,Creatine monohydrate,,,,capsule,strength/recovery,Any,kidney disease; consult clinician if concerns,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pmc.ncbi.nlm.nih.gov/articles/PMC8228369/,Green,Y
IBX-0893,Omega-3,Omega-3 fish oil (EPA/DHA),,,,gummy,recovery/general health,Any,fish allergy; blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/32382573/,Green,Y
IBX-0894,Magnesium,Magnesium glycinate,,,,tablet,sleep/recovery,Any,kidney disease; may cause GI upset,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/35184264/,Green,Y
IBX-0895,Vitamin D,Vitamin D3 (cholecalciferol),,,,gummy,general health/strength,AM,hypercalcemia; consult clinician for dosing,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/38860160/,Green,Y
IBX-0896,Electrolytes,Electrolyte mix (sodium/potassium/magnesium),,,,capsule,hydration/endurance,Any,kidney disease; hypertension—monitor sodium,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0897,Protein,Whey protein isolate,,,,packet,recovery/strength,Any,dairy allergy; lactose intolerance (choose isolate),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0898,Protein,Casein protein,,,,softgel,recovery,Any,dairy allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0899,Collagen,Collagen peptides,,,,gummy,joints/recovery,PM,animal protein allergy,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0900,Tart Cherry,Tart cherry (concentrate or extract),,,,capsule,recovery/sleep,PM,GI sensitivity (sorbitol); diabetes—watch sugars,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33440334/,Green,Y
IBX-0901,Beetroot,Beetroot (dietary nitrate),,,,tablet,endurance,Any,low blood pressure; kidney stone history (oxalates) caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27600147/,Green,Y
IBX-0902,Beta-Alanine,Beta-alanine,,,,gummy,endurance/strength,AM,tingling/paresthesia possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/27797728/,Green,Y
IBX-0903,Probiotic,Probiotic (Lactobacillus/Bifidobacterium blend),,,,tablet,gut/immune support,PM,immunocompromised—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/33481001/,Green,Y
IBX-0904,Fiber,Psyllium husk fiber,,,,packet,gut/general health,AM,swallowing issues; take with water,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0905,Vitamin C,Vitamin C (ascorbic acid),,,,capsule,immune support,PM,kidney stones history—caution with high doses,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0906,Zinc,Zinc picolinate,,,,packet,immune support,Any,nausea on empty stomach; long-term high dose can lower copper,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0907,Multivitamin,Multivitamin (no stimulants),,,,powder,general health,Any,check iron content if not needed,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0908,Curcumin,Curcumin (turmeric extract),,,,powder,recovery/joints,AM,blood thinners—ask clinician; gallbladder issues,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0909,Glucosamine,Glucosamine sulfate,,,,softgel,joints,Any,shellfish allergy (some sources),Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0910,Chondroitin,Chondroitin sulfate,,,,capsule,joints,PM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0911,Glycine,Glycine,,,,liquid,sleep/recovery,Any,GI upset possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0912,L-Theanine,L-theanine,,,,packet,focus/sleep,PM,may lower blood pressure; sedation with other agents,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0913,Melatonin,Melatonin (low-dose),,,,gummy,sleep,Any,avoid if athletic dept restricts; next-day grogginess possible,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0914,EAA,Essential amino acids (EAA blend),,,,powder,recovery/strength,Training,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0915,BCAA,BCAA (2:1:1),,,,gummy,recovery,Training,PKU—avoid phenylalanine,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0916,Citrulline,L-citrulline,,,,softgel,endurance,Any,low blood pressure—caution,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0917,Taurine,Taurine,,,,powder,endurance/recovery,PM,kidney disease—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0918,Iron,Iron (only if deficient),,,,tablet,general health/endurance,AM,do not use unless directed; GI upset common,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0919,Calcium,Calcium citrate,,,,powder,general health,AM,kidney stones—caution; separate from iron,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0920,Potassium,Potassium (low-dose),,,,capsule,hydration,Training,kidney disease; ACE inhibitors—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0921,Sodium,Sodium (salt tabs / sodium citrate),,,,liquid,hydration/endurance,Training,hypertension—monitor,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0922,Digestive Enzymes,Digestive enzyme blend (non-stimulant),,,,gummy,gut,AM,food allergies to enzyme sources,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0923,Ginger,Ginger extract,,,,powder,gut/recovery,PM,blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0924,Peppermint,Peppermint oil (enteric coated),,,,softgel,gut,PM,reflux/GERD can worsen,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
IBX-0925,Creatine,Creatine monohydrate,,,,capsule,strength/recovery,PM,kidney disease; consult clinician if concerns,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pmc.ncbi.nlm.nih.gov/articles/PMC8228369/,Green,Y
IBX-0926,Omega-3,Omega-3 fish oil (EPA/DHA),,,,liquid,recovery/general health,Any,fish allergy; blood thinners—ask clinician,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/32382573/,Green,Y
IBX-0927,Magnesium,Magnesium glycinate,,,,liquid,sleep/recovery,PM,kidney disease; may cause GI upset,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/35184264/,Green,Y
IBX-0928,Vitamin D,Vitamin D3 (cholecalciferol),,,,powder,general health/strength,Any,hypercalcemia; consult clinician for dosing,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link attached (paper per product).,https://pubmed.ncbi.nlm.nih.gov/38860160/,Green,Y
IBX-0929,Electrolytes,Electrolyte mix (sodium/potassium/magnesium),,,,softgel,hydration/endurance,Any,kidney disease; hypertension—monitor sodium,Unknown,Unknown,,,Athlete-safe oriented: avoid banned substance classes; prefer third-party tested products. Use only as directed; consult athletic department / sports RD for compliance. Evidence link pending for this item.,,Green,Y
